SEX,EDUCATION,MARRIAGE,PAY,BILL_AMT,PAY_AMT,age_disc,limit_bal_disc_8,default payment next month
1,2,1,0.333333333,65253.83333,3166.666667,1,0,0
1,1,2,-1,4403.333333,9615.666667,1,2,0
1,1,1,-1,7602.333333,7802.333333,1,2,0
1,1,1,-0.166666667,90341.66667,24512.5,1,1,1
1,2,1,-2,246,246,2,2,0
1,1,2,-1.5,2609.333333,1160,1,1,0
1,2,2,0,69030.83333,4069.666667,1,1,0
1,1,1,-1.166666667,241.3333333,213.8333333,2,0,0
1,1,1,0.333333333,140927.6667,11350.66667,2,1,0
1,1,2,0,77230,3500,2,0,0
1,2,1,0.833333333,46218.33333,1431.833333,1,0,0
1,1,1,-2,363,717.1666667,1,3,0
1,2,2,-0.166666667,28522.83333,5683.333333,0,0,1
1,2,2,0,7151.666667,1216.666667,0,0,1
1,1,2,-1,2175,4741.333333,0,1,0
1,3,2,0.166666667,2011,694.6666667,1,2,0
1,2,2,-0.166666667,36554.5,8250,1,0,0
1,1,2,-1,6338.5,6475.333333,1,0,0
1,2,2,0,59009.83333,2503.833333,2,0,0
1,1,2,0,22482.33333,5305.833333,1,1,0
1,1,2,-2,1279.5,1504.5,1,0,0
1,2,2,0,67110,2753.833333,1,0,0
1,1,1,-0.5,410,435,2,0,1
1,4,1,-0.833333333,11435.5,10466,2,2,0
1,1,1,-2,693.5,300,2,1,0
1,2,2,0,33700.5,1164.833333,1,0,0
1,1,2,1.333333333,71392.16667,5690.5,1,1,1
1,5,1,-1,1775.833333,2191.666667,2,2,0
1,1,2,1.333333333,41324.33333,2156.666667,1,0,1
1,2,2,1,50192,1883.333333,1,0,1
1,2,1,-0.5,836.8333333,730.1666667,2,1,0
1,2,2,-2,3398.166667,3932.166667,1,0,0
1,1,1,-1,9949,416.6666667,1,0,0
1,2,2,1.5,16555.5,983.3333333,1,0,0
1,1,1,0,165673.8333,6294.5,1,1,0
1,2,1,0,18769,1102.166667,2,0,0
1,2,1,0,262484,9372.833333,1,3,0
1,2,2,0,129483.3333,15905,1,3,0
1,1,2,-1.166666667,121091.1667,43281.66667,1,2,0
1,2,1,0,29113.66667,1556,2,0,0
1,1,2,-0.333333333,33399.16667,8200,1,0,0
1,1,1,-1.5,0,0,2,1,0
1,1,1,0.333333333,71206.66667,2565.5,2,1,0
1,2,2,-1.5,0,0,2,0,0
1,3,0,0,25736,1180.833333,1,0,0
1,2,1,-0.333333333,16279.83333,5339,2,2,0
1,3,1,-0.166666667,17606.33333,4073.833333,1,0,0
1,2,1,0,89919.83333,3293.333333,2,2,0
1,1,2,1.333333333,10079.83333,686.6666667,1,0,1
1,1,1,0,137345.3333,7666.666667,2,2,0
1,1,2,0,78486.5,4015.5,2,0,0
1,2,1,0,149134,4888.833333,1,2,0
1,1,1,-1,293.6666667,146.8333333,1,3,1
1,1,1,0,292638,11616.66667,2,3,0
1,2,2,0,37821.33333,1168.333333,2,0,1
1,6,1,0,140496.5,5427.5,2,1,0
1,2,1,1.333333333,72841.5,2909.166667,2,0,1
1,3,2,-0.333333333,84022.66667,5325,2,1,0
1,3,1,0,26425,3526,1,0,0
1,2,2,-0.166666667,29337.83333,6161.833333,1,0,1
1,1,1,-1.333333333,6001.333333,5918.166667,1,3,0
1,2,2,0,244574.8333,37170.16667,1,2,1
1,2,1,0,17926.66667,1866.666667,1,0,0
1,3,1,-1.5,232.1666667,193.8333333,1,2,0
1,3,1,0,38601.16667,2644,2,0,0
1,1,1,0.166666667,2217.833333,1542.833333,1,1,0
1,3,2,0.666666667,39089.33333,6233.333333,2,0,1
1,2,2,0.5,26706.5,3239.166667,2,1,1
1,3,1,3.666666667,18266.33333,333.3333333,2,0,0
1,2,1,-1,33754.33333,17113.5,2,3,0
1,1,2,0.666666667,27684,958.3333333,1,0,0
1,2,1,-2,1629.333333,1639,2,3,0
1,1,1,0,90545,4683.166667,2,1,0
1,1,1,-2,85344.83333,80936,2,3,0
1,2,2,0,17394.5,1369.833333,3,0,1
1,2,1,0.5,1567.833333,1091.5,3,1,0
1,2,1,0,213509.6667,7901.666667,3,2,0
1,1,2,-0.5,520,260,2,1,1
1,3,1,-1.333333333,5555.5,0,2,0,0
1,3,1,-1,1712,1975,4,1,0
1,3,1,-0.833333333,455,390,4,1,0
1,2,1,-0.666666667,8805.166667,4531.666667,2,0,0
1,3,1,-1,1776.5,2198.333333,2,1,1
1,3,1,-1.666666667,892,759,2,0,0
1,1,1,2,38309,1683.333333,2,1,1
1,1,2,0,80264.66667,3833.333333,3,3,0
1,2,2,0.333333333,11121.66667,1066.666667,2,0,0
1,1,1,0.5,124654.8333,6445,3,3,0
1,3,1,-0.833333333,5597.166667,4066.666667,4,3,0
1,3,1,0,202118.5,12478.16667,3,2,0
1,2,1,0,62347.66667,3069.5,3,3,0
1,2,1,0,69831.16667,2874,3,0,0
1,3,1,2,23095.83333,1450,3,0,1
1,2,1,0,18296.66667,996.3333333,3,0,1
1,2,1,-0.666666667,571.6666667,878.3333333,4,0,0
1,3,2,0,9158.833333,686.1666667,4,0,1
1,1,1,-1,5621.333333,5422,3,3,0
1,2,1,-1,7914.333333,7064.166667,3,1,0
1,1,2,0,153448.3333,11631.33333,3,3,0
1,1,1,0,123438.6667,4246.666667,3,1,0
1,3,2,0,33396.16667,4277.666667,3,0,0
1,2,1,0,50422,2009.333333,4,1,0
1,2,2,0.333333333,9976.833333,632.8333333,3,0,0
1,2,1,1.666666667,140503.1667,6013.666667,3,1,1
1,3,1,0.5,43977.66667,1284.666667,4,0,0
1,2,1,0,66784.83333,2216.666667,3,0,0
1,1,2,0,91013,3019.833333,3,2,0
1,2,1,-1.166666667,9300.833333,8449,3,2,1
1,3,1,1.5,59333.5,6666.666667,3,0,1
1,3,2,0,58389.16667,1730,3,0,0
1,3,2,-0.666666667,3724.5,4082.833333,4,1,1
1,3,1,-0.166666667,40610.5,32169,3,3,0
1,2,1,0,18823.83333,1058.666667,3,0,0
1,1,1,2.166666667,4957,0,3,3,1
1,2,2,-0.333333333,12603.5,964.8333333,2,0,1
1,5,1,0,223082.8333,8581.333333,2,1,0
1,2,2,-1.833333333,16205.83333,15327.66667,3,1,0
1,2,2,0,83315.5,3400,3,0,0
1,3,2,-0.166666667,15147.33333,3646.333333,2,0,0
1,1,1,-0.833333333,1980.333333,880.6666667,2,2,1
1,1,2,-0.666666667,12539.5,10904.33333,3,0,0
1,1,1,-0.5,8727,4349.5,3,3,0
1,3,2,0.333333333,95512.16667,4600,3,0,0
1,3,2,0,18973,977.3333333,3,0,1
1,1,1,-2,2646.333333,2646.333333,2,3,0
1,3,1,0,129181.5,4730.333333,2,1,0
1,2,1,0,46580.5,1875.333333,3,0,0
1,1,1,-0.166666667,152008.5,11000,4,3,1
1,3,1,-1,272,458.5,4,2,0
1,2,1,0.333333333,110686.5,4442.333333,2,0,1
1,1,1,0,184994.8333,5962,2,1,0
1,2,2,0.333333333,37627.16667,1369.5,3,0,0
1,2,2,0,31572.5,1188.333333,3,0,0
1,1,2,0,12284.5,950,2,0,0
1,2,1,0,27035,1413.5,2,0,0
1,1,1,-2,17671.5,17212.66667,2,3,0
1,1,1,0,12521.5,816.3333333,2,3,0
1,1,1,-0.833333333,412,420.1666667,2,1,0
1,2,1,0,102052.1667,3833.333333,2,2,0
1,1,1,-0.833333333,1497.833333,1774.5,3,0,0
1,1,1,-0.333333333,7514,560.3333333,3,0,1
1,1,1,-1,10428,10485.66667,3,2,0
1,3,1,0,150866.8333,6066.666667,2,2,0
1,2,1,-1.166666667,-86.66666667,49.33333333,2,1,0
1,1,1,0.833333333,235930.6667,7750.166667,3,3,0
1,2,1,0,31519.33333,1170,2,0,1
1,1,1,0,74519.83333,1900,3,1,0
1,1,1,0,209826.1667,8605.833333,3,4,0
1,1,1,-2,11015.66667,17349,3,2,0
1,1,1,-0.166666667,114.1666667,884.1666667,4,2,1
1,1,1,0,122309.8333,9866.666667,4,3,0
1,1,1,0,129478.1667,5000.5,3,2,0
1,2,1,0,24690,1718.833333,3,0,0
1,1,1,-1,5181,5315.333333,1,2,0
1,3,2,-0.666666667,173252.1667,79623,4,3,0
1,3,1,-2,1690.666667,2405,3,1,0
1,3,2,-0.833333333,8293.5,4042.5,3,0,1
1,3,1,-1.333333333,5150,0,3,0,1
1,1,1,-1,21493.5,21933.16667,4,3,0
1,5,1,-1.5,600.3333333,0,2,2,0
1,3,1,-0.5,17826.5,5608.666667,3,0,0
1,1,1,0,110193.5,9392.833333,3,1,0
1,2,1,1.333333333,50149.16667,1784.833333,3,0,1
1,1,1,-1.333333333,34191.66667,0,3,1,0
1,2,1,0,76278,2856.333333,2,0,0
1,1,1,0,18904.83333,3166.666667,3,0,0
1,1,2,-0.5,3835.166667,768.6666667,2,0,0
1,2,1,0,27916.66667,2967.833333,2,0,0
1,2,1,0,127657.8333,4606,4,1,0
1,3,1,0.333333333,11388.83333,1186.5,2,0,1
1,3,2,-1,6835,500,3,0,0
1,3,1,-0.5,10263.66667,3547.666667,3,0,0
1,3,1,0,124443.8333,5200,3,0,0
1,2,1,0,37493.33333,1478.333333,3,0,0
1,1,1,-0.333333333,-138.1666667,167.6666667,3,2,1
1,2,1,0,22522.5,913.3333333,3,0,0
1,1,1,-1.666666667,436.3333333,687.8333333,3,1,1
1,2,1,-1,390,480,3,1,0
1,1,1,-0.833333333,16313.66667,16293.83333,3,3,0
1,3,1,0,142291.3333,4850,4,1,0
1,1,1,0,88262.66667,3886,2,2,0
1,1,1,1,2167.166667,1255.666667,3,1,1
1,2,1,-0.5,9171,9813.833333,2,1,0
1,5,1,0,324372,9385.5,3,3,0
1,1,1,-0.833333333,1729.166667,1268.833333,3,3,0
1,1,1,-0.5,520,325,2,0,0
1,1,1,0,300885,12033.33333,2,5,0
1,3,1,-1,3362.666667,3100.5,2,0,0
1,1,1,0,186133.1667,7122,3,2,0
1,1,2,0,193636.8333,7716.666667,3,2,0
1,1,1,-1,15118.66667,15228.16667,3,3,0
1,3,1,-1,1417,1360.5,2,3,0
1,1,1,0,314035.8333,12425.33333,3,3,0
1,1,1,-2,1166.666667,1166.666667,3,0,0
1,2,1,0,54234.16667,2075.666667,3,0,0
1,3,1,-1,8714.333333,11865.16667,3,1,0
1,1,1,-1.5,0,0,5,1,1
1,3,2,-1.5,0,668.6666667,3,2,0
1,2,1,-0.833333333,2152,2096.333333,3,0,0
1,3,1,-2,844.1666667,720.1666667,4,1,0
1,1,1,0,44709.5,1549.166667,4,0,0
1,2,1,0,204853.8333,8318.333333,5,1,0
1,3,1,-0.5,3276.833333,6449.333333,5,2,0
1,3,1,4.333333333,29232.66667,0,3,0,1
1,2,1,0,26141.33333,5166.666667,3,0,0
1,3,1,-2,0,0,3,2,1
1,1,1,1,521248.3333,18333.33333,3,3,1
2,2,2,-0.333333333,83004.66667,21855.5,1,1,0
2,3,2,0,101380.8333,3967.833333,0,1,0
2,2,2,-1,8557.666667,9574.666667,0,2,0
2,2,1,0,54608,2050,2,0,0
2,1,1,-2,6920.166667,9964.333333,1,2,0
2,3,1,0,22520.33333,1675.5,0,0,0
2,2,1,1.833333333,22516.16667,1250,0,0,1
2,2,2,1,63973.66667,2060.833333,0,0,1
2,2,1,1.833333333,29850.5,1093,0,0,0
2,3,1,0,27290.5,1341.833333,0,0,0
2,2,1,-0.5,12669.16667,6640,1,2,0
2,2,2,1.333333333,4706.5,2357.5,0,0,1
2,2,1,-0.5,64369.33333,17399.5,1,1,0
2,1,2,2,42702.16667,1836,0,0,1
2,1,2,0,12358.16667,1069.666667,0,0,0
2,1,2,1.5,9782.5,600,0,0,1
2,3,2,0,49692.66667,2735.333333,2,0,0
2,2,2,-0.833333333,2210.5,1999.333333,0,1,0
2,2,2,0,41613.16667,2255.333333,0,0,0
2,1,2,-0.666666667,2239.166667,1682.666667,0,3,0
2,3,2,0.5,24437,1516.666667,0,0,0
2,2,2,0.333333333,26176,985.1666667,0,0,0
2,3,2,1.833333333,49514,2400,0,0,0
2,2,2,0,8072.166667,639.6666667,0,0,0
2,1,2,0,7491.833333,636.3333333,0,0,0
2,2,2,-0.666666667,813.8333333,885.1666667,0,0,0
2,2,1,0,28604.5,1243.166667,0,0,0
2,1,2,0.5,30429.16667,3523,0,0,1
2,2,1,1.666666667,39573.83333,1976.166667,0,0,0
2,2,2,1.333333333,43601.16667,1351.333333,0,0,0
2,3,1,1.666666667,19954.5,650,0,0,0
2,1,2,0,7086.833333,991.6666667,0,0,0
2,3,2,-0.166666667,15119.66667,7389.166667,0,0,0
2,2,2,1,4857.166667,234.8333333,0,0,0
2,2,2,-0.333333333,6816.333333,1702.666667,0,0,0
2,2,2,0,6278.833333,1200,0,0,1
2,2,2,0,55242.66667,2038.666667,0,0,0
2,2,2,0,13418.66667,778.6666667,0,0,0
2,2,2,1.666666667,27805,1450,0,0,0
2,1,2,0,23333.66667,1533.166667,0,0,0
2,3,2,0,28919.33333,1206.833333,0,0,0
2,2,1,0,74129,8500,0,0,0
2,2,2,0,19897.66667,1666.666667,0,0,0
2,2,2,1.333333333,3224.333333,1050,0,0,1
2,1,2,2,46866.33333,1666.666667,0,0,1
2,2,1,2.666666667,34098.33333,1000,0,0,0
2,2,2,0.333333333,28143.33333,1755.666667,0,0,1
2,2,2,0,26929.33333,3858.333333,0,0,0
2,2,2,0.333333333,15191.16667,5155.166667,0,0,0
2,2,2,2,14056.33333,950,0,0,1
2,1,2,0,16997.16667,915,0,0,0
2,2,1,-0.333333333,29067.66667,1166,0,0,0
2,2,2,-1,2015.333333,2050.833333,0,0,0
2,2,2,0.333333333,8790.5,892,0,0,0
2,2,2,0,22296.83333,1332.833333,0,0,1
2,1,2,-1.5,531,234.1666667,0,0,0
2,2,1,-0.833333333,1459.5,1087.666667,0,0,0
2,1,2,0,103602.8333,4416.666667,0,0,0
2,1,1,0,22979.5,1294.5,0,0,0
2,2,2,-0.833333333,7803.5,8111.833333,0,0,0
2,2,2,0.333333333,13620.5,1130.166667,0,0,0
2,2,2,0,43276.5,4446.166667,0,0,0
2,1,2,0,16550.83333,1530,0,0,0
2,3,1,0,25393.16667,1181.666667,0,1,0
2,1,2,0,12479.16667,1456.5,0,0,0
2,2,2,-0.166666667,6335,3792.833333,0,0,0
2,1,2,0,25030,2157,0,0,0
2,2,1,-0.833333333,600,750,0,1,0
2,1,2,0,16880.33333,1100,0,0,1
2,2,2,0,8833.666667,4040.666667,0,0,0
2,2,2,0,37880.66667,1825.666667,0,0,0
2,1,2,0,31473,1427.833333,0,0,0
2,2,2,0.5,33081.33333,7039.666667,0,1,0
2,1,2,1.166666667,8258.666667,833.3333333,0,0,0
2,3,2,0,84146.5,3175.333333,0,0,1
2,2,2,-0.666666667,3785.333333,1925.666667,0,0,0
2,1,2,1.5,15583.66667,975,0,0,0
2,2,2,0,107239.8333,26985,0,1,0
2,2,2,0.5,99603.16667,5380,0,0,0
2,2,2,1.333333333,30420.83333,1517.666667,0,0,0
2,1,2,0,26115.33333,1120.5,0,0,0
2,2,2,0,26921.66667,1752.666667,0,0,0
2,3,2,0,13614.16667,3097,0,0,0
2,1,2,0,23688,1273.333333,0,0,0
2,2,2,-1,1550.333333,1464.833333,0,1,1
2,2,2,-0.833333333,2786.833333,6193.333333,0,0,0
2,2,2,1,39861,2145.833333,0,0,1
2,2,2,0,111139.5,5133.333333,0,0,0
2,1,2,-0.166666667,662,99,0,1,1
2,3,1,-1.666666667,3674.333333,3676,0,0,0
2,2,2,0.333333333,124989.3333,5245.833333,0,1,0
2,1,2,-0.333333333,25282.16667,1273.833333,0,1,0
2,2,2,0,44114.83333,2341.166667,0,0,0
2,1,2,0,37034.83333,9666.666667,0,0,0
2,2,2,0.333333333,51230.66667,4083.333333,0,0,0
2,1,2,-0.666666667,6132.666667,3604.166667,0,0,0
2,2,2,1,43218.66667,2848.833333,0,1,1
2,1,2,-0.333333333,17713.83333,5707.5,0,0,0
2,2,2,0,28521.33333,5930.166667,0,3,0
2,2,2,0,35972.5,1986.833333,0,2,0
2,2,2,0.5,32812,1332.333333,0,0,0
2,2,2,3.5,1150,0,0,0,0
2,2,2,0,38571.33333,1790,0,0,0
2,2,2,0.666666667,26558.5,2235.166667,0,0,0
2,2,2,0,42223.16667,1366.666667,0,2,0
2,1,2,0.666666667,24910.83333,1750,0,0,1
2,2,2,0,47186,2083.333333,0,0,0
2,3,2,0,112737.5,9111,0,1,1
2,1,2,0.333333333,27741.66667,1833.333333,0,0,1
2,2,2,0.333333333,21844.66667,1833.333333,0,0,0
2,3,1,0.333333333,21491.16667,1176.666667,0,0,1
2,1,2,-1,2173.333333,2664.333333,0,0,0
2,2,2,2,43220,2060,0,0,1
2,2,2,1,35731.83333,929.1666667,0,0,0
2,1,2,0.333333333,5251.5,2105,0,0,1
2,1,2,0.333333333,38938.83333,1527.5,0,0,1
2,2,2,0,15595.16667,1200,0,0,0
2,2,2,0,161633.3333,7166.666667,0,1,0
2,2,2,0,81023.83333,3866.666667,0,0,0
2,2,2,-1,5206.5,1725.833333,0,1,0
2,2,2,0,30209.66667,1583.333333,0,0,0
2,2,1,0,30671.16667,2079.166667,0,0,0
2,2,2,0,78478.16667,3166.666667,0,0,0
2,2,2,-0.333333333,26466.33333,7834.5,0,0,0
2,2,2,0,59970,13852,0,0,0
2,2,1,-0.5,6655.333333,2908.666667,0,0,0
2,2,2,0,28699.33333,1983.666667,0,0,0
2,3,2,-0.333333333,15836.33333,4784.833333,0,0,0
2,2,2,0,26819,924,0,0,1
2,3,2,0,12089.33333,4827.5,0,0,0
2,1,2,-0.166666667,39737.33333,3358.333333,0,1,0
2,3,2,0,25998.5,1241.666667,0,0,1
2,2,2,-0.166666667,6002,887,0,1,0
2,1,2,0.833333333,100883.3333,3716.5,0,1,0
2,2,2,-0.666666667,4197,2679.5,0,1,0
2,3,2,0,68908.5,3200,0,0,0
2,3,1,0.333333333,49186.16667,1565.833333,0,0,0
2,2,2,0,43652.83333,3198,0,0,0
2,2,2,2,123583.6667,5150,0,1,1
2,2,1,0.333333333,62684.16667,2483.166667,0,0,0
2,2,1,-0.833333333,10408.33333,10212.5,0,0,0
2,1,2,0,32533.5,1533.666667,0,0,0
2,1,2,0,41583.66667,4927.666667,0,1,0
2,1,2,-0.166666667,20429.66667,1775,0,0,0
2,1,2,0,71101.83333,2850,0,0,0
2,2,2,0,70396.66667,3176.666667,0,0,1
2,2,2,0,57933.83333,2372.333333,0,0,0
2,2,2,-0.333333333,7836,2371.666667,0,0,0
2,2,2,0,43745.66667,1594,0,0,0
2,2,2,0,41995.66667,1510.166667,0,0,0
2,2,1,0,48630,1968.833333,0,0,0
2,1,2,0.333333333,66099.33333,2253.5,0,0,1
2,2,2,0,21636.5,1322.166667,0,0,0
2,1,2,0,8686.666667,1166.666667,0,0,0
2,3,2,0,70846,2416.666667,0,0,0
2,2,1,0.333333333,19178.33333,837,0,0,0
2,2,1,0,55157.66667,2190,0,0,0
2,1,2,0,94250.5,3734.333333,0,0,0
2,1,2,1,10610.83333,341,0,0,1
2,1,2,-0.333333333,93112,2783.333333,0,1,0
2,2,2,0,37088.66667,1800,0,0,1
2,2,0,-0.166666667,38075,6241.666667,0,1,0
2,1,2,0.333333333,16914.5,1850,0,0,1
2,1,2,0,19176,6278.166667,0,1,0
2,2,2,0.833333333,51025.16667,1262.166667,0,0,0
2,2,2,0.333333333,67300.16667,4054.5,0,0,1
2,1,2,-1.166666667,7584.666667,7035.333333,0,0,0
2,1,2,0,47083.66667,2476.5,0,0,0
2,2,2,0,12824.16667,813.6666667,0,0,0
2,3,2,2,35315,1600,0,0,1
2,1,2,-2,2681.166667,3514.5,0,2,0
2,1,2,-1,416.1666667,681.6666667,0,1,1
2,2,2,0,108051.3333,6000,0,1,0
2,2,2,-0.333333333,13414.5,4528,0,0,0
2,3,2,0,73894.5,3661.833333,0,0,0
2,1,2,0,69324.5,2991.666667,0,2,0
2,2,2,0,15740.16667,1825,0,1,0
2,3,2,0,85748.33333,2876,0,2,0
2,5,1,0,172066.1667,6285.333333,0,1,0
2,1,2,0,61397.16667,2422,0,0,0
2,2,1,0.833333333,50903,1911.833333,0,1,0
2,3,2,-1,326,326,0,1,0
2,2,2,1.333333333,26931.16667,1383.333333,0,0,1
2,1,2,0,76788,3685.166667,0,1,0
2,2,1,0,11004.83333,1022.666667,0,0,0
2,1,2,-0.333333333,90464,59609,0,4,0
2,3,2,-1,5738.166667,6120.166667,0,0,0
2,3,1,0,56196.83333,5264.666667,0,0,0
2,1,2,-0.833333333,1980.333333,1443.333333,0,2,0
2,1,2,0,45381.33333,2570.5,0,0,0
2,2,2,0,85545.83333,3032.5,0,1,0
2,2,2,0,24170.16667,2302,0,0,1
2,2,2,0.166666667,19150.33333,6065.333333,0,0,0
2,1,2,-2,4334.666667,4070.166667,0,0,0
2,2,2,-0.333333333,23990,5214.666667,0,0,0
2,2,2,-1,1723.166667,1721.833333,0,0,0
2,5,2,-1.166666667,130,130,0,1,0
2,2,2,0,57757,1839.333333,0,0,0
2,1,2,0,33856,1413.833333,0,0,0
2,2,2,-1.666666667,1697.166667,1522.166667,0,2,0
2,1,2,0.333333333,4802.666667,901.1666667,0,0,0
2,2,2,-1,325,260,0,0,1
2,1,2,-1,1157.833333,1540.5,0,0,0
2,2,2,0,10046,4300.833333,0,0,0
2,1,2,0,8174.5,6329.5,0,1,1
2,1,2,0,103736.6667,4169.333333,0,0,0
2,1,1,0.5,3065.5,640.3333333,0,0,0
2,1,2,-0.166666667,6484.166667,1922.333333,0,0,0
2,2,2,0,18706.33333,970.6666667,0,0,0
2,2,2,0,14716,2024.5,0,1,0
2,1,2,-0.166666667,45971.66667,1740.833333,0,1,0
2,3,2,0,14638,1165.833333,0,3,0
2,2,2,-1.666666667,-762,464.6666667,0,2,0
2,2,2,0,250092.3333,8681,0,2,0
2,2,1,-1,2151.5,2114,0,1,0
2,1,2,-1.5,653,653,0,1,0
2,2,2,1.333333333,18855.83333,837.6666667,0,0,0
2,2,1,0,27664.33333,1473.666667,0,0,0
2,2,1,0,22293,5166.666667,0,1,0
2,1,2,0,44971.66667,3212.666667,0,0,0
2,1,2,-1,25707.83333,548.6666667,0,0,0
2,1,2,-2,-333.3333333,333.3333333,0,0,0
2,1,2,0,26500.83333,1901,0,1,0
2,1,2,0,18479.66667,5335.833333,0,1,0
2,2,2,-0.166666667,31292.83333,10926.66667,0,2,0
2,1,1,-2,2451.166667,909.1666667,1,1,0
2,2,1,1.333333333,2234.833333,714.5,0,0,1
2,3,2,0,31329.83333,1323.5,0,1,0
2,1,2,0,72505.83333,3297.833333,0,0,0
2,1,2,-0.5,9065.333333,6169.833333,0,1,0
2,2,2,-0.5,2098.5,1371.5,0,1,1
2,1,2,-0.833333333,55859.33333,1645.166667,0,1,0
2,3,1,0,11283,1028.166667,0,0,0
2,2,1,0,37129.66667,871.3333333,0,0,0
2,2,1,1.333333333,4267.166667,425,0,0,1
2,2,2,-2,3862,4386.333333,0,2,0
2,2,2,0.666666667,35383.5,2951,0,0,0
2,1,2,0.666666667,37869.83333,4000,0,1,1
2,1,2,-1,3647,4248.5,0,2,0
2,1,2,-1.166666667,2925.833333,664.5,0,0,0
2,3,2,1,129753.5,2361.833333,0,1,1
2,1,2,-2,666.3333333,999.5,0,2,0
2,1,2,-0.5,55617.83333,1264.166667,0,3,0
2,2,2,0.333333333,39242,2418,0,1,0
2,1,2,-2,1109.666667,1141,0,1,0
2,1,2,-2,5044.166667,5156.333333,0,1,0
2,5,2,0,54471.83333,2250.666667,0,0,0
2,1,2,0,18805,1234.833333,0,0,0
2,1,2,-0.833333333,7861,8869.333333,0,0,0
2,2,2,-1,1985.166667,2835.166667,0,2,0
2,1,2,1.5,17830.5,1028.333333,0,2,0
2,2,2,-0.166666667,8858.5,1949.666667,0,2,0
2,1,2,-2,0,0,0,2,0
2,1,2,0.333333333,17361.66667,1333.333333,0,0,1
2,1,2,0,55829.66667,4974.333333,0,0,0
2,2,1,0,55812.16667,1584.833333,0,0,1
2,2,1,0,6536.833333,555.5,0,0,0
2,1,2,0,185167.5,6683.333333,0,1,0
2,1,2,0.166666667,3399.166667,3263.833333,0,1,1
2,1,2,0,43213.33333,1799.166667,0,0,1
2,2,1,-0.666666667,4842.5,4957.666667,0,1,0
2,1,2,-0.666666667,22568,1703,0,0,0
2,1,2,0,83159,2738.833333,0,2,0
2,1,2,0,153815.3333,5761.333333,0,1,0
2,1,2,-0.5,14048.66667,7644.666667,0,0,0
2,2,2,0,14681.5,1738,0,0,0
2,2,1,0,7706.5,1071.833333,0,0,1
2,2,2,-0.333333333,39707.5,10379.66667,1,1,0
2,3,1,2,57780.33333,2433.333333,0,0,1
2,1,2,0,56768.16667,2440,0,2,0
2,1,2,-0.666666667,73249.66667,45468,0,2,0
2,1,2,0,107539.1667,4332.333333,0,0,1
2,2,2,0,5133.333333,1740.833333,0,0,0
2,2,2,-0.333333333,4448.166667,883.1666667,0,0,1
2,1,2,-1.166666667,1028.833333,961.3333333,0,0,0
2,1,2,-0.166666667,34018,15413.33333,1,2,0
2,1,2,-1,10156.33333,8943.5,0,1,0
2,1,2,-2,2033.666667,243.3333333,1,1,0
2,2,1,0,31461.16667,1392.166667,0,0,0
2,2,2,0.666666667,71130.33333,1957.333333,0,0,1
2,2,2,-0.5,7753.833333,2474,0,1,0
2,3,2,0.666666667,49482.83333,1675.5,0,0,0
2,1,2,0,33683.33333,1753.833333,0,0,0
2,1,2,0.666666667,91576,6336.166667,0,1,0
2,2,2,-0.166666667,153338.3333,56025.33333,0,1,0
2,1,2,0,43356.5,1701,0,1,0
2,3,2,3.5,1150,0,0,0,0
2,1,2,0,74385.16667,3500,0,0,0
2,2,2,-1.333333333,10275,0,0,1,1
2,1,2,0,288506.6667,14059.16667,0,2,0
2,1,2,-0.166666667,116528.8333,22974,0,1,0
2,1,2,0,118108.8333,5019.333333,0,3,0
2,1,2,0,37675.66667,1235.5,0,0,0
2,2,2,0.333333333,89464.16667,4100,0,0,0
2,2,2,-2,1060.666667,2899.5,0,2,0
2,1,2,0,55399.33333,2983.333333,0,0,1
2,1,2,-1.166666667,3892.666667,1557.166667,0,2,1
2,1,2,-0.166666667,31176.16667,13475.83333,0,3,0
2,2,1,0,17110.16667,1051.833333,0,0,0
2,2,1,0,17241.16667,1203.166667,0,0,0
2,1,2,-1.333333333,19695.83333,0,0,1,0
2,2,2,0,25524,2346.166667,0,1,0
2,3,1,-0.333333333,26231.16667,9704.666667,0,0,0
2,2,2,-0.333333333,21466.66667,802.3333333,0,0,0
2,1,2,-1.166666667,2185.333333,1934.166667,0,0,0
2,2,2,0,288226.3333,10277.16667,0,2,0
2,1,2,1.166666667,53243,2663.833333,0,1,1
2,2,1,-2,1064.166667,868.3333333,0,2,0
2,2,1,0,22675.16667,1347.333333,0,0,0
2,2,1,0,246559.6667,8741.166667,0,2,0
2,3,1,-0.833333333,1946.833333,1384.333333,0,0,1
2,1,2,0,148821.1667,18094.66667,0,1,0
2,2,1,-0.333333333,3823.833333,2684,0,1,1
2,1,1,0.333333333,27910.33333,1106.833333,0,0,1
2,2,2,0,64065.83333,2346.333333,0,0,0
2,2,2,-1,15679,432.8333333,0,0,0
2,2,2,0,7283.833333,649.6666667,0,0,0
2,1,2,0,33703.83333,1476.5,0,0,0
2,1,2,0.333333333,46303.16667,2500,0,1,0
2,2,2,-2,-307,51.16666667,0,2,1
2,1,1,2,25796.5,1062.5,1,0,1
2,2,1,0,18594.5,2000,1,1,0
2,5,1,0,77000,2833.333333,1,1,0
2,2,1,-2,15420.83333,17096,1,1,0
2,2,2,0.333333333,162822,9255.166667,0,1,1
2,2,2,-0.166666667,42593.5,1708.333333,0,0,1
2,3,1,0,136423,19089.5,0,1,0
